publicationYear,citation,uri,row_id
2007,[2007] EWCA Crim 1119,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1119,3401
2008,[2008] EWCA Crim 914,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/914,5036
2009,[2009] EWCA Crim 653,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/653,4992
2010,[2010] EWCA Crim 2740,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2740,38
2011,[2011] EWCA Crim 945,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/945,5962
2012,[2012] EWCA Crim 837,https://caselaw.nationalarchives.gov.uk/ewca/crim/2012/837,1059
2013,[2013] EWCA Crim 1781,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1781,4420
2014,[2014] EWCA Crim 713,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/713,4493
2016,[2016] EWCA Crim 794,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/794,3271
2017,[2017] EWCA Crim 2671,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2671,3122
2018,[2018] EWCA Crim 833,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/833,2228
2019,[2019] EWCA Crim 1526,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1526,1321
2020,[2020] EWCA Crim 280,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/280,2834
2021,[2021] EWCA Crim 439,https://caselaw.nationalarchives.gov.uk/ewca/crim/2021/439,1278
2022,[2022] EWCA Crim 1108,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1108,3140
2023,[2023] EWCA Crim 1476,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1476,4082
2004,[2004] EWCA Crim 7,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/7,6150
2005,[2005] EWCA Crim 2826,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2826,2278
2006,[2006] EWCA Crim 773,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/773,6127
2007,[2007] EWCA Crim 1914,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1914,6117
2008,[2008] EWCA Crim 3096,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/3096,1925
2009,[2009] EWCA Crim 86,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/86,1987
2010,[2010] EWCA Crim 1575,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1575,1904
2011,[2011] EWCA Crim 3,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/3,4969
2013,[2013] EWCA Crim 1725,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/1725,568
2014,[2014] EWCA Crim 1681,https://caselaw.nationalarchives.gov.uk/ewca/crim/2014/1681,3378
2016,[2016] EWCA Crim 2117,https://caselaw.nationalarchives.gov.uk/ewca/crim/2016/2117,4130
2017,[2017] EWCA Crim 1498,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1498,3101
2018,[2018] EWCA Crim 755,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/755,2010
2019,[2019] EWCA Crim 2219,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2219,3386
2020,[2020] EWCA Crim 1674,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1674,5522
2022,[2022] EWCA Crim 933,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/933,5680
2023,[2023] EWCA Crim 1686,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1686,3784
2004,[2004] EWCA Crim 3067,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/3067,1686
2005,[2005] EWCA Crim 2205,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/2205,1219
2006,[2006] EWCA Crim 2292,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2292,5907
2007,[2007] EWCA Crim 1747,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1747,5899
2008,[2008] EWCA Crim 934,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/934,3842
2009,[2009] EWCA Crim 85,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/85,3857
2010,[2010] EWCA Crim 280,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/280,3663
2011,[2011] EWCA Crim 102,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/102,290
2013,[2013] EWCA Crim 160,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/160,1313
2017,[2017] EWCA Crim 559,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/559,6039
2018,[2018] EWCA Crim 816,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/816,2499
2019,[2019] EWCA Crim 2101,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2101,3793
2020,[2020] EWCA Crim 1388,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1388,5954
2022,[2022] EWCA Crim 992,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/992,2453
2023,[2023] EWCA Crim 1015,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1015,274
2004,[2004] EWCA Crim 946,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/946,4753
2005,[2005] EWCA Crim 1881,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1881,4377
2006,[2006] EWCA Crim 1410,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1410,287
2007,[2007] EWCA Crim 53,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/53,342
2008,[2008] EWCA Crim 902,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/902,1822
2009,[2009] EWCA Crim 388,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/388,1911
2010,[2010] EWCA Crim 2072,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2072,1725
2011,[2011] EWCA Crim 1322,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1322,1935
2013,[2012] EWCA Crim 99,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/99,1139
2017,[2017] EWCA Crim 30,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/30,3212
2018,[2018] EWCA Crim 2637,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2637,4688
2019,[2019] EWCA Crim 279,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/279,1518
2020,[2020] EWCA Crim 1676,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1676,4094
2022,[2022] EWCA Crim 1656,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1656,4860
2023,[2023] EWCA Crim 1505,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1505,4711
2004,[2004] EWCA Crim 1756,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/1756,1051
2005,[2005] EWCA Crim 3244,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/3244,1988
2006,[2006] EWCA Crim 2185,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2185,6082
2007,[2007] EWCA Crim 891,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/891,6044
2008,[2008] EWCA Crim 451,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/451,3488
2009,[2009] EWCA Crim 1506,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1506,3628
2010,[2010] EWCA Crim 123,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/123,3852
2011,[2011] EWCA Crim 1339,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1339,177
2013,[2013] EWCA Crim 2536,https://caselaw.nationalarchives.gov.uk/ewca/crim/2013/2536,6075
2017,[2017] EWCA Crim 848,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/848,770
2018,[2018] EWCA Crim 603,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/603,5844
2019,[2019] EWCA Crim 629,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/629,4213
2020,[2020] EWCA Crim 290,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/290,1046
2022,[2022] EWCA Crim 1311,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1311,5550
2023,[2023] EWCA Crim 1103,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1103,2328
2004,[2004] EWCA Crim 2708,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/2708,2266
2005,[2005] EWCA Crim 1880,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1880,1036
2006,[2006] EWCA Crim 244,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/244,212
2007,[2007] EWCA Crim 3218,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/3218,224
2008,[2008] EWCA Crim 1892,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1892,196
2009,[2009] EWCA Crim 276,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/276,256
2010,[2010] EWCA Crim 1269,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1269,33
2011,[2011] EWCA Crim 1095,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1095,5007
2017,[2017] EWCA Crim 308,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/308,5775
2018,[2018] EWCA Crim 1500,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1500,192
2019,[2019] EWCA Crim 685,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/685,3952
2020,[2020] EWCA Crim 603,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/603,5216
2022,[2022] EWCA Crim 270,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/270,3090
2023,[2023] EWCA Crim 1327,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1327,1743
2004,[2004] EWCA Crim 836,https://caselaw.nationalarchives.gov.uk/ewca/crim/2004/836,5955
2005,[2005] EWCA Crim 859,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/859,6152
2006,[2006] EWCA Crim 1611,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1611,5767
2007,[2007] EWCA Crim 2057,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2057,5846
2008,[2008] EWCA Crim 260,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/260,2844
2009,[2009] EWCA Crim 2485,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2485,3133
2010,[2010] EWCA Crim 612,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/612,4374
2011,[2011] EWCA Crim 273,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/273,3418
2017,[2017] EWCA Crim 2149,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/2149,5853
2018,[2018] EWCA Crim 1156,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1156,5864
2019,[2019] EWCA Crim 983,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/983,1954
2020,[2020] EWCA Crim 982,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/982,3967
2022,[2022] EWCA Crim 805,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/805,4710
2023,[2023] EWCA Crim 212,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/212,6106
2005,[2005] EWCA Crim 1121,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1121,2041
2006,[2006] EWCA Crim 2133,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2133,4959
2007,[2007] EWCA Crim 350,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/350,4560
2008,[2008] EWCA Crim 923,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/923,4056
2009,[2009] EWCA Crim 893,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/893,4103
2010,[2010] EWCA Crim 354,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/354,2150
2011,[2011] EWCA Crim 1746,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1746,3659
2017,[2017] EWCA Crim 1464,https://caselaw.nationalarchives.gov.uk/ewca/crim/2017/1464,980
2018,[2018] EWCA Crim 1696,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1696,5067
2019,[2019] EWCA Crim 565,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/565,421
2020,[2020] EWCA Crim 1502,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/1502,1177
2022,[2022] EWCA Crim 1811,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1811,1310
2023,[2022] EWCA Crim 37,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/37,4537
2005,[2005] EWCA Crim 315,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/315,495
2006,[2006] EWCA Crim 16,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/16,4551
2007,[2007] EWCA Crim 1998,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1998,4288
2008,[2008] EWCA Crim 2395,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2395,4933
2009,[2009] EWCA Crim 1507,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1507,4882
2010,[2010] EWCA Crim 1620,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1620,6055
2011,[2011] EWCA Crim 2992,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2992,5137
2018,[2018] EWCA Crim 667,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/667,5375
2019,[2019] EWCA Crim 90,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/90,5629
2020,[2020] EWCA Crim 516,https://caselaw.nationalarchives.gov.uk/ewca/crim/2020/516,1495
2022,[2022] EWCA Crim 1197,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1197,1852
2023,[2023] EWCA Crim 1181,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1181,5270
2005,[2005] EWCA Crim 1092,https://caselaw.nationalarchives.gov.uk/ewca/crim/2005/1092,2821
2006,[2006] EWCA Crim 231,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/231,1841
2007,[2007] EWCA Crim 1605,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1605,1815
2008,[2008] EWCA Crim 1869,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1869,2053
2009,[2009] EWCA Crim 2115,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2115,2249
2010,[2010] EWCA Crim 1317,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1317,1340
2011,[2011] EWCA Crim 2812,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/2812,2390
2018,[2018] EWCA Crim 682,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/682,1799
2019,[2019] EWCA Crim 577,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/577,1630
2022,[2022] EWCA Crim 1299,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1299,3767
2023,[2023] EWCA Crim 1485,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1485,2156
2006,[2006] EWCA Crim 1803,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1803,5984
2007,[2007] EWCA Crim 1293,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1293,6022
2008,[2008] EWCA Crim 852,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/852,959
2009,[2009] EWCA Crim 100,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/100,1140
2010,[2010] EWCA Crim 2819,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2819,3738
2011,[2011] EWCA Crim 3190,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/3190,3314
2018,[2018] EWCA Crim 2892,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2892,3527
2019,[2019] EWCA Crim 1653,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1653,1909
2022,[2022] EWCA Crim 1779,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1779,4112
2023,[2023] EWCA Crim 1060,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1060,3509
2006,[2006] EWCA Crim 2916,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2916,2359
2007,[2007] EWCA Crim 481,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/481,2168
2008,[2008] EWCA Crim 1463,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1463,1570
2009,[2009] EWCA Crim 2092,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2092,1734
2010,[2010] EWCA Crim 704,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/704,5980
2011,[2011] EWCA Crim 7,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/7,189
2018,[2018] EWCA Crim 2017,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2017,1436
2019,[2019] EWCA Crim 1274,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1274,3989
2022,[2022] EWCA Crim 678,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/678,3811
2023,[2023] EWCA Crim 1037,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1037,2553
2006,[2006] EWCA Crim 7,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/7,3236
2007,[2007] EWCA Crim 14,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/14,3070
2008,[2008] EWCA Crim 2505,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2505,596
2009,[2009] EWCA Crim 2848,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2848,795
2010,[2010] EWCA Crim 2261,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2261,1345
2011,[2011] EWCA Crim 1332,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1332,427
2018,[2018] EWCA Crim 2155,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2155,5076
2019,[2019] EWCA Crim 2252,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/2252,3736
2022,[2022] EWCA Crim 1022,https://caselaw.nationalarchives.gov.uk/ewca/crim/2022/1022,1125
2023,[2023] EWCA Crim 1125,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1125,825
2006,[2006] EWCA Crim 2942,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2942,214
2007,[2007] EWCA Crim 3150,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/3150,244
2008,[2008] EWCA Crim 819,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/819,3189
2009,[2009] EWCA Crim 1793,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1793,3304
2010,[2010] EWCA Crim 2399,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2399,5397
2011,[2011] EWCA Crim 1928,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1928,3881
2018,[2018] EWCA Crim 628,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/628,4077
2019,[2019] EWCA Crim 1634,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1634,5483
2023,[2023] EWCA Crim 777,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/777,5226
2006,[2006] EWCA Crim 1404,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1404,542
2007,[2007] EWCA Crim 2332,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/2332,533
2008,[2008] EWCA Crim 110,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/110,4173
2009,[2009] EWCA Crim 470,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/470,4149
2010,[2010] EWCA Crim 1996,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1996,6097
2011,[2011] EWCA Crim 1174,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1174,6129
2018,[2018] EWCA Crim 2481,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/2481,5327
2019,[2019] EWCA Crim 1125,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1125,2976
2023,[2023] EWCA Crim 384,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/384,377
2006,[2006] EWCA Crim 845,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/845,5250
2007,[2007] EWCA Crim 1016,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1016,4985
2008,[2008] EWCA Crim 2950,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2950,742
2009,[2009] EWCA Crim 390,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/390,977
2010,[2010] EWCA Crim 1303,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1303,2879
2011,[2011] EWCA Crim 1173,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/1173,497
2018,[2018] EWCA Crim 1502,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1502,3346
2019,[2019] EWCA Crim 952,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/952,5973
2023,[2023] EWCA Crim 625,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/625,2315
2006,[2006] EWCA Crim 2312,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/2312,6145
2007,[2007] EWCA Crim 3436,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/3436,6139
2008,[2008] EWCA Crim 183,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/183,2130
2009,[2009] EWCA Crim 1327,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1327,2396
2010,[2010] EWCA Crim 1576,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1576,5116
2011,[2011] EWCA Crim 572,https://caselaw.nationalarchives.gov.uk/ewca/crim/2011/572,2357
2018,[2018] EWCA Civ 532,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/532,205
2019,[2019] EWCA Crim 1953,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1953,5418
2023,[2023] EWCA Crim 1450,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1450,4167
2006,[2006] EWCA Crim 1709,https://caselaw.nationalarchives.gov.uk/ewca/crim/2006/1709,551
2007,[2007] EWCA Crim 1118,https://caselaw.nationalarchives.gov.uk/ewca/crim/2007/1118,545
2008,[2008] EWCA Crim 1524,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1524,370
2009,[2009] EWCA Crim 1721,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1721,463
2010,[2010] EWCA Crim 404,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/404,4740
2018,[2018] EWCA Crim 1342,https://caselaw.nationalarchives.gov.uk/ewca/crim/2018/1342,585
2019,[2019] EWCA Crim 106,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/106,5136
2023,[2023] EWCA Crim 933,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/933,5648
2008,[2008] EWCA Crim 2825,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2825,1690
2009,[2009] EWCA Crim 591,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/591,1820
2010,[2010] EWCA Crim 1781,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1781,263
2019,[2019] EWCA Crim 1269,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1269,1647
2023,[2023] EWCA Crim 391,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/391,6002
2008,[2008] EWCA Crim 435,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/435,1601
2009,[2009] EWCA Crim 2713,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2713,1760
2010,[2010] EWCA Crim 1931,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1931,2216
2019,[2019] EWCA Crim 1339,https://caselaw.nationalarchives.gov.uk/ewca/crim/2019/1339,2068
2023,[2023] EWCA Crim 1503,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1503,3781
2008,[2008] EWCA Crim 2726,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2726,2894
2009,[2009] EWCA Crim 1639,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1639,3154
2010,[2010] EWCA Crim 934,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/934,4690
2023,[2023] EWCA Crim 5,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/5,881
2008,[2008] EWCA Crim 2653,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2653,5682
2009,[2009] EWCA Crim 2767,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2767,5677
2010,[2010] EWCA Crim 72,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/72,2903
2023,[2023] EWCA Crim 715,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/715,3545
2008,[2008] EWCA Crim 1613,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1613,5945
2009,[2009] EWCA Crim 2,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2,5919
2010,[2010] EWCA Crim 130,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/130,4157
2023,[2023] EWCA Crim 598,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/598,6067
2008,[2008] EWCA Crim 2788,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2788,4128
2009,[2009] EWCA Crim 437,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/437,4140
2010,[2010] EWCA Crim 2169,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/2169,1301
2023,[2023] EWCA Crim 368,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/368,2969
2008,[2008] EWCA Crim 2648,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2648,2402
2009,[2009] EWCA Crim 398,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/398,2718
2010,[2010] EWCA Crim 1026,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/1026,5460
2023,[2023] EWCA Crim 599,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/599,1616
2008,[2008] EWCA Crim 1655,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1655,3534
2009,[2009] EWCA Crim 2311,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2311,3647
2010,[2010] EWCA Crim 893,https://caselaw.nationalarchives.gov.uk/ewca/crim/2010/893,2700
2023,[2023] EWCA Crim 420,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/420,3632
2008,[2008] EWCA Crim 2467,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2467,715
2009,[2009] EWCA Crim 1489,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1489,960
2023,[2023] EWCA Crim 1216,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1216,3672
2008,[2008] EWCA Crim 1358,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/1358,5868
2009,[2009] EWCA Crim 1393,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1393,5897
2023,[2023] EWCA Crim 643,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/643,862
2008,[2008] EWCA Crim 837,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/837,1333
2009,[2009] EWCA Crim 2157,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2157,1521
2023,[2023] EWCA Crim 713,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/713,4107
2008,[2008] EWCA Crim 806,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/806,1534
2009,[2009] EWCA Crim 840,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/840,1699
2023,[2023] EWCA Crim 1082,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1082,999
2008,[2008] EWCA Crim 2907,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/2907,4321
